onset	duration	recall_transcript
7.6	5.0	Alright, um, so that was the rock from before.
11.6	8.0	And there’s also like two back to back office themed ones, so I’m gonna start with black hole, 
18.6	14.0	which is um kind of like a scene that’s shot kind of with a I don’t know, a blue-ish tint in like what looks like a windowless maybe basement copy room.
31.6	2.0	Some really drab office space.
33.6	21.0	And the male office worker is trying to Xerox some things and um presses the copy start key and then apparently nothing happens for a second, but then this ginormous sheet prints a big black circle on it.
54.6	4.0	He’s like, okay, and he sets it down to his right.
57.6	12.0	And then um absent-mindedly takes a sip from his plastic cup and then rests it, and puts it down, but then the cup’s not there.
68.6	2.0	He notices.
73.6	3.0	Maybe there’s something strange with that piece of paper.
76.6	8.0	And then he waves his hands over it, nobody’s around.
83.6	3.0	The copy job is going.
86.6	8.0	Um and he puts his hand all the way in and then actually pulls out the cup.
93.6	9.0	Umm so there’s some like volume where the cup could sit and then he pulled it out.
101.6	2.0	And then he’s like oh wow.
103.6	3.0	He picks the sheet up and then puts his arm through.
106.6	14.0	And then thinks of um some ways to test you know what this uh apparent hole can allow him to do.
119.6	11.0	So he brings it up to a vending machine and is able to steal some candy, at least a Snickers bar as we see in a later cut, munching on one.
130.6	9.0	And then as he’s chewing the snickers bar, he catches sight of a door with a lot of meaning to him.
138.6	5.0	And we learn quickly after that it’s a room with a safe in it.
143.6	8.0	And then so he um uses the paper to undo the lock from the inside of the door.
152.6	9.0	And then he goes in, and then he Scotch tapes the piece of paper onto the door of the safe, sticks his arm through, and pulls out a wad of cash.
161.6	3.0	He gets greedy, pulls out more wads of cash.
163.6	6.0	Nobody is around so he’s like okay I’m just gonna take out all the cash.
169.6	5.0	I think he runs out of money he can reach to from the outside and so he decides to climb in.
174.6	11.0	And then he climbs all the way in, and then the scotch tape sort of loses its grip on the wall and then um of the safe, and falls off, and then now the guy is trapped.
185.6	3.0	He taps and that’s it.
189.6	6.0	Um the previous one was called post-it love.
194.6	16.0	And there we’re introduced to um a young man and a young woman who are um in these side-by-side cubicles where they’re both copying some things.
210.6	7.0	And then they’re kind of coordinated in their movements.
216.6	4.0	They notice each other, they exchange quick glances.
220.6	7.0	And so they each know that the other noticed the other person noticing.
228.6	15.0	Then we see the man sit down at his desk, opens a blue folder he didn’t remember putting there, and there’s a pink smiley face made of just post-it notes in front of him.
243.6	4.0	He’s like whoa, that’s strange.
247.6	11.0	He wheels back a bit, wheels back a bit, tries to see if anyone nearby, might be nearby to claim to this deed.
257.6	8.0	He catches sight of the young woman and she um wheels quickly back to her workspace.
266.6	6.0	So thus begins this dialogue in post-it notes, flirty post-it note exchanges.
271.6	13.0	He um makes a sun, a sort of a sun, representation of a sun on her window out of like yellowish orange-ish post-it notes.
283.6	15.0	And she makes a kind of thought bubble, heart thought bubble post-it note art on a bathroom stall just behind where he was going to stand while he’s adjusting his tie.
297.6	7.0	And then he makes a post-it note thing in like the supply room that’s like flowers.
304.6	2.0	They’re getting way more elaborate.
305.6	7.0	They still haven’t spoken on camera, but they just have this kind of like silent post-it note exchange.
312.6	9.0	And then we see her coming out of a supply closet with a whole armful of post-its of various colors, sizes.
321.6	5.0	And then she’s walking out, and then she looks surprised, 
325.6	24.0	because in front of her is the guy nearly, like putting some finishing touches on a very like lifelike, realistic post-it note mosaic of their faces squished against one another like cheek-to-cheek, smiling in happiness with like hearts all around it.
348.6	4.0	And it is super sweet. Okay.
352.6	19.0	Um in another one, in the Boyfriend, um we are at a dinner scene, where a woman um and a man are eating silently.
371.6	16.0	The woman seems more bothered by the way that it’s proceeding than the man does and the woman breaks in to offer the man a glass of wine and he refuses saying that he’s busy, he has like a big climb tomorrow, he has to work or something.
387.6	5.0	Um and then he mentions that um...
395.6	8.0	Well, well, she, she lets slip that it’s their anniversary, she drinks a whole glass of wine.
403.6	4.0	He mentions that the asparagus is very tender.
407.6	31.0	And she acknowledges this and remarks that um asparagus is an aphrodisiac and then he asks like, who says that, and she says, I don’t know, people say that, clearly not knowing either where that was from, not offering that as a fact, more of a suggestion.
437.6	11.0	And then um then a few moments pass and he asks her how her day was, 
447.6	15.0	and then she loses it because you know she like clearly went through all this trouble to make this dinner and she wanted to celebrate but he’s um pretty occupied, slash not really into it.
461.6	17.0	So she goes over and she has this outburst, um, um, and she goes over to apologize for um having the expectation that later they’ll just have short mechanical sex, 
477.6	11.0	and then she goes over and then to apologize extensively and then to hug him, and then you notice that there’s like a switch on the back of his neck.
487.6	9.0	And then she flips the switch off, and then his head drops immediately, revealing that he was a robot.
496.6	12.0	So then we see her at her computer going to Prometheus robotics, the company that I guess manufactures um at least boyfriend robots.
507.6	8.0	And we see her scrolling through various options and she’s on this page she’s intrigued by.
515.6	10.0	She calls into customer service and reports her dissatisfaction with her current unit, um which um we learn is a member of the 100 series.
