onset	duration	recall_transcript
7.6	N/A	Okay so, it begins with a cartoon and some singing and some animals and people I think?
16.6	N/A	And they're singing to go to the lobby to get some snacks I believe.
22.6	N/A	And they sing about getting popcorn, and getting candy and chocolate.
29.6	N/A	Um and there's images of the popcorn, and images of them eating candy and chocolate.
38.6	N/A	Um and so yeah so they sing about that and then it ends with the words, let's all go to the lobby to get ourselves a snack I believe is what it says?
55.6	N/A	And then Catch Me If You Can is the first story.
59.6	N/A	And it begins with a game show and we're introduced to three men.
59.6	N/A	"Well the game show is called ""Tell the truth"" and the game show host introduces us to the three men."
65.6	N/A	And they're each named Frank William Abagnale.
65.6	N/A	And he's a con man and he basically did a variety of cons before the age of 19.
71.6	N/A	He was like an attorney general, he worked in a hospital as a surgeon, and he did something else.
76.6	N/A	So anyways they go and they sit at a table, or like a little stand with the numbers 1, 2, and 3.
87.6	N/A	And then the first game show member asks number 1 why they decided to be a con artist with all their talent, and the first person responds, that it was really about dollars and cents and that they wanted to make money and this is how they saw that they could make money.
94.6	N/A	And then she asked the second person, who the person was, the second person was Leonardo di Caprio, who the person was that caught Frank eventually and he says that it was the, I don't know if he was the attorney general or he works for the US attorney, Carl Haverford or something like that?
104.6	N/A	Um and then it turns into a scene in France, in Marseilles, um on Christmas Eve and I think it was like in 1969, or something?
126.6	N/A	And the, Tom Hanks is trying to convince the French police officers to let him see Frank in this prison.
147.6	N/A	And so they let him see Frank and it's raining outside and then they come inside and they let him see Frank.
157.6	N/A	Um but he has to sit outside his prison cell and like only talk to him through a little slit.
169.6	N/A	And he's instructed not to hand him anything.
169.6	N/A	Um and then the police officer tells a guard in French to stay and watch.
177.6	N/A	Um and um so Tom Hanks opens his umbrella, or Carl, the detective or attorney general person, um and he opens his umbrella because I guess the ceiling is leaking and he's trying to talk to Frank.
185.6	N/A	And he's trying to read him um rules about extradition.
188.6	N/A	And Frank in his cell was trying to tell Carl to help him and he says he looks really sick, and um Hank, Tom Hanks tells Frank that he's not gonna trick him.
195.6	N/A	But eventually Frank falls over, and then Tom Hanks yells and calls for a doctor.
213.6	N/A	And so then they, the police officers get Frank out of his cell and take him to some, sort of like a hospital ward room.
220.6	N/A	And they lay him down.
234.6	N/A	And then the officers all go over to a sink to wash their hands for fear of lice and uh Tom Hanks asks when the doctor's gonna get there and the chief police officer I guess tells him that the doctor won't be here until the next day.
234.6	N/A	And Tom Hanks objects to this.
242.6	N/A	And then as he's objecting, the chief police officer turns, and then there's a door that has been left open, and then he goes to check the bed that they put Frank in that was surrounded by curtains, and he splits the curtains apart and Frank is gone.
252.6	N/A	And so he instructs his officers to go after him, um and then the scene turns to basically like a general prison population and they're all really excitable and excited because Frank is sort of running and trying to get away.
254.6	N/A	But because he's really sick he doesn't make it really far.
271.6	N/A	And he sort of stumbles on the floor and starts crawling.
273.6	N/A	And then the police officers and Tom Hanks are walking towards him.
290.6	N/A	And eventually the police officer puts a gun to Frank's head and Frank stops.
308.6	N/A	And then he turns around and falls on his back.
312.6	N/A	And then he says to Tom Hanks, or Carl, I think his name is, um, all right, let's go home.
316.6	N/A	And then there's some talking and then the scene ends.
320.6	N/A	Um the next scene is called The Boyfriend and, no the Record and this is a cartoon and there is a woman who was about to eat some pizza, a box of pizza and then her doorbell rings and then outside the doorbell there's an envelope and she picks it up and she opens it.
326.6	N/A	"And it's a record called ""a single life."""
330.6	N/A	And she puts the record on and it starts playing and as it starts playing she finds, she's holding a slice of pizza and when she's about to put it in her mouth she finds that it's like already eaten.
338.6	N/A	And then she realizes it has to do with the record.
343.6	N/A	And so when she spins the record one way, the pizza becomes whole again and when she spins it another way, it sort of shortens.
343.6	N/A	And so then she spins it all the way and all the pizza is gone.
343.6	N/A	And then she decides to take the sort of spinning thing off the record player and put it back on.
343.6	N/A	And then she's taken to a new scene um which I guess is a new time in her life.
360.6	N/A	And in the scene she's pregnant.
364.6	N/A	Um she has a little baby bump.
364.6	N/A	And she sort of plays with the record again, making her baby bump bigger and smaller.
364.6	N/A	And then she spins it all the way and then her baby is born.
379.6	N/A	Um and the baby's kind of crying.
382.6	N/A	Um and then she uh messes with the record player again.
392.6	N/A	And this time, she is a little girl with a doll and then she messes with the record player again and this time she is like an old lady in wheelchair, an older woman in a wheelchair with like a foot in a cast and she doesn't I guess like this scene.
397.6	N/A	And she tries to change it again, but each time she tries to change it, I know she like knocks the record player, like the bench over with, or the table over, with her foot in the cast.
407.6	N/A	And so it takes her multiple attempts to change the record player.
414.6	N/A	And then the next scene she's a really old elderly woman and she has to use a walker.
416.6	N/A	Um and so she uses the walker to change the scene again and um this time, she becomes an urn, and essentially the scene kind of ends there.
418.6	N/A	And then the next scene is the Boyfriend.
422.6	N/A	"And the words ""high maintenance"" come onto the scene, come onto the screen."
425.6	N/A	And then it turns to a scene where a woman and presumably her boyfriend are sitting across the table, eating dinner and apparently it's their valentine, sorry anniversary.
