onset	duration	recall_transcript
9.5	3.0	Catch Me If You Can.
12.5	10.0	The segment opens on a, what appears to be a mid-70s game show, titled “To Tell the Truth.”
22.5	14.0	It opens with the announcer introducing 3 gentlemen who walk from backstage, each identically dressed in the uniform of an airline pilot.
36.5	16.0	He's introduced as Frank Abagnale, who was a con artist posing as an airline pilot, a pediatrician, and a third position, I can't recall.
53.5	20.0	They take a seat on the side of the stage, and a contestant, an older women with brown hair, asks the first of the Frank Abagnales why he had chosen to live as a con artist rather than with a legitimate career, 
75.5	4.0	and he replies that it was a matter of dollars and cents.
82.5	9.0	She goes on to ask the second Abagnale who it was that finally caught him.
91.5	6.0	And he replies that it was an FBI agent named Carl Hanratty.
98.5	11.0	And the segment then switches to Carl Hanratty in the rain outside a jail in Marseilles France.
109.5	7.0	He's trying to explain to the prison administration that he's there to see Frank Abagnale.
118.5	10.0	They admit him into the prison, and he's able to speak to Frank through a small slot in the prison cell.
128.5	11.0	Frank is covered in a blanket with much longer hair than seen in the first segment, and he's coughing heavily.
141.5	5.0	Carl reads from what seems to be a worn prison arrest.
151.5	4.0	Frank begins to cough heavily and collapses.
158.5	16.0	Carl asks the prison guard to get a doctor to remove Frank from his cell, to remove Frank from his cell and bring him to a hospital bed, and they tell Carl that a doctor would not be available until the next day.
177.5	9.0	Frank says that if, Carl says that if Frank dies under their watch, he will hold them responsible.
186.5	6.0	Meanwhile, Frank has escaped from the hospital, 
195.5	8.0	and down the hall of the main section of the prison, where the other inmates are encouraging his escape.
206.5	3.0	He's pursued by the guards, 
211.5	4.0	and one of the guards finally holds a gun to the back of his head, 
215.5	4.0	whereupon Frank again collapses,
220.5	4.0	 and tells Carl, “Let’s go home.”
230.5	2.0	The Record.
235.5	8.0	We see a computer-animated segment with a young woman sitting in an apartment.
243.5	5.0	She's about to eat a slice of pizza, when she hears a knock on the door.
248.5	9.0	She goes to answer the door, there's no one there, but there is a small package, which she takes inside, opens, and sees it is a small 45 record.
257.5	13.0	She puts it on the record player, and begins to eat her pizza but sees that a segment of it already appears to have been eaten.
273.5	25.0	By accident she discovers that the further the song progresses, the further into the future it will take her, and she experiments with this so that, over the course of the segment, it brings her a few years into the future, where she's in a nicer apartment and pregnant.
300.5	5.0	And then later..
307.5	18.0	 she pushes the song further into the future so that she has her child in her arms, but as it’s crying, it seems to annoy her, and she brings the song closer to its beginning, which pushes her into her childhood.
328.5	13.0	Then finally further into the future, where she's in a wheelchair, has difficulty approaching the record to change her position in time, 
347.5	14.0	and finally brings her further into the future, where she's a much older woman on a walker, and she's trying to approach the record in time to stop the song from ending.
362.5	9.0	She can't make it in time, and the segment ends with the woman as an urn of ashes.
383.5	2.0	The Boyfriend.
386.5	3.0	The segment is subtitled High Maintenance.
391.5	7.0	It opens with a man and a woman sitting at opposite ends of a long dinner table.
399.5	2.0	They're eating in silence.
403.5	5.0	The woman goes to pour the man a glass of wine.
407.5	7.0	He covers the glass with his hand, and says that he cannot drink.
418.5	6.0	The woman in retaliation pours herself two glasses of wine.
428.5	7.0	The man remarks that the asparagus is tender, to which she replies that it is an aphrodisiac.
440.5	7.0	The man asks, “Who says so?” and she replies, “It’s just something people say.”
453.5	4.0	She throws a glass of wine in his face.
461.5	2.0	He lights a cigarette.
468.5	4.0	He snubs the cigarette out at the other end of the room.
475.5	3.0	They're arguing.
488.5	3.0	It was their marriage anniversary.
500.5	6.0	She insults him, and later sees he’s upset.
506.5	15.0	She sits on his lap to console him, while with her hand moves behind his neck to turn off a switch that is there, and the man seems to be deactivated.
521.5	10.0	We learn that he was a robot, and we see the woman on the computer, looking at other models of robot.
534.5	4.0	She finally selects and orders one that she likes.
545.5	3.0	It arrives shortly thereafter.
550.5	10.0	They remove the older model, but she first kisses him and removes the wedding ring, and places it on the newer one.
564.5	10.0	The opening scene seems to repeat with much of the same dialogue, but with a much more favorable rapport to the woman.
576.5	7.0	The man makes his way over to the other side of the table and begins to massage her shoulders, 
584.5	11.0	and finally pulling the switch on the back of her neck, revealing her to also be a robot, 
595.5	5.0	and whereupon he relaxes, lights a cigarette, and watches television.
606.5	2.0	The Shoe.
614.5	11.0	There's a text on the screen saying, “How do they get there?” with an image of a shoe on the pavement.
626.5	8.0	You see it belongs to a man, who’s leaning against a car and drinking a carton of milk.
638.5	10.0	The owner in the car, the owner of the car, a older gentleman in a tank top, shoos the man away, 
648.5	4.0	and he goes walking down the sidewalk, 
652.5	11.0	where he notices a girl on the opposite side of the street in a red sweater, who begins to imitate his movements.
672.5	5.0	They go back and forth, imitating various gestures.
681.5	15.0	When the girl begins to warn him of an oncoming car, which he interprets as a new gesture to imitate and is hit by the car,  
702.5	10.0	and his shoe gets knocked off and goes flying through the air and lands on the side of the curb.
715.5	10.0	The camera pans down the curbside, where we see another shoe, presumably from an earlier similar incident.
747.5	1.0	The Rock.
753.5	7.0	There is a large mountain, I'm assuming in the Prehistoric Age.
766.5	6.0	It’s a very sleepy mountain, and as time passes, 
786.5	16.0	the mountain gets reduced to the size of a hill, on which a tree is growing, and some men cut down the tree to begin building a cabin.
803.5	12.0	And the rock is annoyed by the noise and gets himself up and moves over to a mountainside.
822.5	9.0	And he's pulled from the mountainside and hitched to a mule, where he is fashioned into a millstone,  
832.5	10.0	and then later is taken by soldiers, fashioned into a cannonball, 
847.5	13.0	fired at a ship, broken into a number of pieces, and then as the fragment settles in a river.
876.5	13.0	He's later found by an archaeologist with a fossilized crustacean on his back and displayed in a museum.
896.5	11.0	An excited child, pounding against the glass of the exhibit, pushes the rock 
913.5	3.0	down into a garbage chute, I believe.
924.5	10.0	He's finally reduced to a grain of sand, which is collected and fashioned into a lens 
939.5	6.0	that is to be a part of a satellite, which is shot into space,
947.5	14.0	 crashes, and enters upon a different planet, very much like the scene at the beginning, and he's formed as a mountain again and finally gets to sleep.
978.5	1.0	The Prisoner.
982.5	3.0	We see a man dressed all in black.
987.5	3.0	He approaches a woman in a cafe.
990.5	5.0	He's asking where he is.
999.5	11.0	She's unable to help him, and he finds his way over to a telephone.
1015.5	8.0	He wants to make a phone call, but he does not know a number, and the operator disconnects.
1025.5	11.0	At an information board, he is able to summon a taxi, which can only take him within the town itself.
1051.5	6.0	He gets out of the taxi and enters a general store, where he asks for a map.
1067.5	6.0	It’s a very multicultural, cosmopolitan kind of town.
1076.5	15.0	The taxi driver appears to be Asian, and she addressed the man in black in both English and French, and they mention the Poles and Czechs.
1092.5	5.0	The keeper of the general store, I believe, was addressing customer in Italian.
1099.5	4.0	He asks the storekeeper for a map.
1103.5	12.0	The storekeeper first produces a small one in black and white, which only shows the local area, but surrounded by mountains.
1115.5	4.0	The man in black asks for a larger map.
1121.5	20.0	The storekeeper produces this one in color, but simply a larger version of the same local area, and he remarks that other maps are not in demand.
1146.5	15.0	When the man in black exits the store, the storekeeper says, “I’ll be seeing you,” which was the same closing salutation used by the taxi driver.
1181.5	3.0	The Bus Stop.
