onset	duration	recall_transcript
7.9	6.0	So the first one is Catch Me If You Can, and they start with a game show.
13.9	9.0	So they have three people come out, and they say their name, and it’s Frank something, and they're all the, saying they're same name.
21.9	22.0	And they say that he’s the best con man, and he had flown planes, like two million miles, and he had also been the pediatric doctor surgeon something, and then he was the youngest, ‘cause he did this all by age 19.
42.9	8.0	And then the guys who are standing up, they walk over to take seats behind the desks.
49.9	13.0	And they say today they have to be truthful, and the woman asks, you know, “Why’d you do this?” and the guy is like, “For the money. I didn’t know any other way to make it.”
62.9	10.0	And then she asks, she asks number one that, and then she asks number two, she goes like, “How’d you get caught?” and he says it’s this guy Carl.
71.9	10.0	And then it sort of flashes back to this like rainy scene outside a prison in Marseilles.
80.9	10.0	And Tom Hanks is there, I guess he’s Carl, and they're talking to the French guys who run the jail.
89.9	9.0	And they wanna get in and see the, the con man who’s in prison there.
98.9	9.0	And so they are trying to talk to them, and then they finally get let into this really sort of dreary prison.
107.9	13.0	And they get let in, and then they go up to the jail cell where he is at the end of the hallway, and Tom Hanks is trying to read the articles of extradition.
119.9	6.0	And Leo Dicaprio’s character is like coughing in the back corner.
125.9	7.0	And he’s like, “You're not gonna fool me, ‘cause you think I’m gonna be fooled,” and he’s coughing and coughing, and then he collapses.
132.9	5.0	And then Tom Hanks starts screaming for a doctor.
136.9	4.0	So they get him out of the jail cell, and they bring him up to the hospital.
140.9	8.0	And he’s asking the guys about the doctor, and he says like, “Don’t ruin it for me. I’ve been chasing this guy forever.”
147.9	11.0	And then they say, as they're talking, “The doctor will be there tomorrow,” and as they're talking, I guess Leo Dicaprio’s character escapes through the door.
158.9	14.0	And they look at the empty bed, and the door is ajar, and so they go through the door, and Leo Dicaprio’s character’s running down the hallway, and all the prisoners are up on the second level screaming.
172.9	6.0	And he's like collapsing ‘cause he’s really sick, and he's falling, but he's trying to run.
177.9	7.0	And then he collapses, and the guards and Tom Hanks catch up to him, and one of the guards puts a gun to his head.
184.9	9.0	And then he sort of gives up and falls on the floor with his arms up, and he says like, “Alright, take me home.”
194.9	8.0	And then there was a clip about the, this girl’s eating a pizza,
201.9	8.0	and she gets a package outside the door, and it’s a record, and so she puts on the record.
209.9	9.0	And as she spins the record forward, like time passes, and her pizza’s half eaten.
218.9	7.0	And she spins the record forward more, and more time passes, and like the whole box is eaten and the candle goes down.
224.9	4.0	And then she spins the record back, and it undoes that.
227.9	5.0	And so she keeps spinning it forward and back.
231.9	3.0	And so then she spins it forward and she’s pregnant.
234.9	9.0	Then she spins it back and she's not pregnant, and forward and she's pregnant again, and then forward a bit more and she's holding a baby, and the baby starts screaming.
242.9	4.0	So she screams for, she spins it forward more.
246.9	6.0	And then she's in a wheelchair with her leg broken.
252.9	10.0	And she's trying to reach it to spin it, the record, but she can't reach it, because she keeps getting electrocuted or something.
262.9	9.0	And then she, it goes backward, and she's trying to reach it, she can't reach it, and she falls backwards.
271.9	7.0	And then she gets really old, ‘cause I guess the record jumped, and she's in a walker and she's really old.
278.9	3.0	She's trying to get to the record, and she can't.
281.9	9.0	And then the record skips ahead again, and it’s, she's in an urn, and the lid is like, you know, bouncing or something.
290.9	16.0	And then there's a Boyfriend clip, where there’s this woman, and she's eating dinner and having sort of stilted conversation with this guy, and they're at opposite ends of the table.
305.9	8.0	And she's trying to offer him wine, and he's like, “You know I can’t drink wine when I'm on call.”
312.9	11.0	And she says, she drinks, and she's not happy about that, and so she drinks a lot of wine.
322.9	5.0	Or she finishes her cup of wine, and then she pours herself more.
327.9	5.0	And then she spills, like throws wine on his face.
332.9	14.0	And they're talking about the asparagus and how it’s tender, and she says, “It’s an aphrodisiac,” and he says, “Who says that?”
345.9	6.0	And then she, so yeah, she spills wine on his head, and she gets upset.
350.9	3.0	And then he starts lighting a cigarette.
352.9	8.0	And she is like, “Don’t smoke in my house,” and then she puts out his cigarette, and he lights another one.
359.9	11.0	And then she like screams at him, like, you know, something about their relationship and how it’s unhappy, and they’ve like, quick, short mechanical sex.
370.9	7.0	And then she sits on his lap, and she's like apologizing.
377.9	3.0	I guess tonight’s their anniversary.
379.9	7.0	And so she's like sort of upset on his lap.
385.9	7.0	Then she reaches around his neck and flips this switch.
391.9	7.0	And then she gets on her computer, and she's looking at all these models of male sort of robots.
398.9	6.0	And she calls the help line, and she sort of complains about the 100 model.
404.9	20.0	And the help line, and she says like, you know, “He lacks ambition, and he is,” I forget the other thing, but she, the help line lady says, you know, “That’s a problem with these, this model.”
423.9	14.0	And so she says, you know, “We could upgrade you,” and she says, “Yeah, I’d like to be upgraded to a rock climber masseuse, with less of a beard and shorter hair.”
436.9	8.0	And so then they deliver her her new like robotic man, I guess like very realistic robotic man.
443.9	6.0	And he's the one she like requested.
448.9	9.0	And so he comes in, and the other guy gets wheeled out, who’s like shut down, and then new guy hasn’t been activated yet.
456.9	14.0	And as they're wheeling out the old guy, she, you sort of see the picture frame of their wedding, and she runs toward him and kisses him and then takes off his wedding ring, and then slips it on the new boyfriend.
470.9	8.0	And, or husband I guess, and then they sit down at dinner, and you know he slowly comes to life.
478.9	14.0	And so he grabs the napkin in sort of a clunky manner, and then she is sitting across the table, and he asks if she wants, if he wants wine, and she says, he says no, because he has a climb tomorrow.
492.9	9.0	And then she, she says, she sort of looks upset, because she kind of wanted a boyfriend that would drink with her.
501.9	5.0	And then he says, you know, “Asparagus is an aphrodisiac.”
505.9	4.0	And she says, “Who says that?” and he says, “I don’t know.”
508.9	7.0	And then he comes over to her, and he starts massaging her and asking about her day.
514.9	8.0	And she says she got lunch with Anna, and then she got stuff for dinner tonight, since it’s their anniversary.
521.9	11.0	And she, and then as he's massaging her, he switches off her switch, ‘cause it turns out she’s a robot too.
531.9	5.0	And then he goes down and sits and watches TV and smokes a cigarette.
537.9	6.0	And then there's the Shoe clip, where there's a zoomed in picture of the shoe.
542.9	7.0	And then this guy is walking, and everything he does, the girl sort of copies.
548.9	9.0	And as they're walking down the street, you know, he sort of waves, and she waves back, and then he sort of like, you know, walks funny, and she walks funny, 
556.9	8.0	and then she walks down behind this sort of like box, and she's hidden from view, and he copies her then.
563.9	11.0	And then she walks to the intersection, and she sort of like waves at him to stop, but he doesn’t get it, and he like waves back at her and keeps going, ‘cause he's like mimicking her.
574.9	4.0	And then he gets hit by a car, and he likes cracks the windshield.
578.9	12.0	And then the car like goes airborne, and then the car flips over and crashes, and the window pane falls out.
592.9	5.0	And then there’s Keith Reynolds, and it says, “Keith Reynolds can't make it tonight.”
596.9	6.0	And um 
602.9	5.0	then he, there's a cartoon, and he's like going into work.
607.9	2.0	And he wants a promotion.
609.9	16.0	And he says, and he's riding up the elevator, and he says he's the most junior, or most senior junior businessman, and he is riding up the elevator.
624.9	7.0	And today’s the day when he wants to get a promotion, and he wants the promotion, ‘cause there's this girl that he likes.
631.9	12.0	And so as he walks in through the entryway, there's people like tossing paper into the trashcan, and I guess there's a, someone sitting at the desk.
642.9	10.0	And he goes up to the floor where there's a lady who is the one he likes, and he always gives her coffee.
651.9	3.0	I think it’s Sara is the girl’s name.
