onset	duration	recall_transcript
9.9	10.0	Okay, so the very first thing that happened was a little interlude thing like in a drive-in movie theater.
18.9	9.0	"There was a dancing popcorn and soda and they were singing ""let's all go to the lobby to get ourselves a treat."""
27.9	3.0	That happened at the beginning of both sections.
29.9	7.0	I think I've seen that before, at a drive-in movie theater or some kind of old movie theater, like a really old advertising.
37.9	9.0	Then I think the first one in the first section was a snippet from the movie Catch Me If You Can, which is the only one of these that I've seen before.
46.9	4.0	And it opens and there's kind of like a game show.
50.9	11.0	And I think the game show, it's supposed to be the kind of game show where there's three people and one of them is really the famous figure and they're going to ask him questions.
60.9	4.0	And it's number 2 and it's Leonardo di Caprio, he's this famous con artist.
65.9	9.0	They ask the first guy a question, they ask the second guy a question, which I think is, who finally caught you as being a con artist?
73.9	3.0	He starts to answer and it starts to go into his memory.
76.9	13.0	And it's Tom Hanks who's the investigator guy and he showed up at a prison, I think it's a German prison or something, to try to extradite the con artist.
88.9	11.0	And he's having a hard time, he's standing in the rain with his umbrella and talking to the German prison people and having a really hard time making himself understood and speaking slowly.
98.9	5.0	He's got kind of a funny, maybe, Southern accent, some kind of a funny accent, Tom Hanks does. 
104.9	5.0	And he finally goes in and he gets to see Leonardo di Caprio.
110.9	6.0	And it's through, he's in this little cell and it's really dingy and it's dripping.
116.9	7.0	Tom Hanks gets under his umbrella to shield himself from the dripping from the ceiling, which is a funny moment.
123.9	5.0	And he's trying to read him something through this little window into his cell.
127.9	8.0	And he's all coughing and miserable and sick and bedraggled with long beard and hair and dirty, with a blanket.
136.9	8.0	Tom Hanks is having none of it, he thinks he's conning him, he's not really sick, but eventually he just starts acting sicker and sicker and collapses.
144.9	13.0	And he calls for a doctor and gets him to get the guy out and take him to the little prison infirmary and they drop him on the bed in the prison infirmary.
156.9	8.0	And then they go out and they're talking, they leave him by himself on the bed with the sort of curtain around the bed.
163.9	8.0	They're talking about something and then they hear, you hear the door kind of close and they notice that he's gone, he's escaped from the bed.
173.9	14.0	And the scene switches to Leonardo kind of obviously still sick legitimately sick but hobbling and stumbling down some prison hallway and the prisoners are all cheering.
187.9	6.0	And they catch him and put a gun to his head and he collapses himself backwards on the floor and surrenders.
192.9	4.0	And that I guess is the story of how he was caught.
197.9	4.0	Ok that one I probably remember better than any of the others
200.9	10.0	moving on from there, the next one, I'm not sure if it was the next one, I think it was the next one, was either animated or a Claymation 
209.9	3.0	and it was of a girl and she had a box of pizza.
211.9	9.0	And she was in her room, she looked like she was, I don't know, like a young adult kind of a woman, maybe like in her 20s or something like that.
220.9	4.0	And an envelope shows up at her door and in the envelope is a record.
223.9	4.0	She puts the record on the record player and starts playing it.
227.9	6.0	Uh, trying to remember the song of the record, it was like story of life or something like that.
232.9	7.0	And as it was playing, the pizza was shrinking. She was eating the pizza but then it was shrinking.
