onset	duration	recall_transcript
8.2	N/A	Ah so I guess I'll start with the last movie.
10.2	N/A	Um The Bus Stop.
14.2	N/A	Uh this is a movie that involves Aldini the magician and his assistant and a random guy at the bus stop.
24.2	N/A	So this lady stops her car all of a sudden and uh tries to use a public phone but it's not working so she borrows this guy who's waiting for a bus with his white headphones and his red t-shirt um.
41.2	N/A	She asks if the guy could lend her his phone so she could make a call and then she makes the call.
50.2	N/A	Uh and then she's really upset with her call so she like breaks the phone and this guy just wants like 60 bucks and like he's really chill about it, he doesn't really mind whether the lady doesn't pay her, she seems to not even being paying attention to the guy and the Aldini appears in his car and they get in some sort of like an argument.
71.2	N/A	She pulls out her gun uhh Aldini also does a magic trick, pulls out his gun and they end up confronting each other and then she shoots a shot in the air just to show how serious she is and then this other guy seeing these two people are really weird, tries to leave, but Aldini tries to like pull a magic trick on him that was supposed to have maybe like uhh switch souls or something with the lady's daughter, but then he ends up turning the guy into this illusion what he thinks he's a dog.
108.2	N/A	And then this lady since she is pissed after she sees what Aldini did to his, her daughter, she shoots Aldini just before he dies he shoots the lady, so they both die.
118.2	N/A	And then this guy and the lady's daughter are stuck being dogs and so they attract each other and like walk away barking.
128.2	N/A	Uh the second movie I'll talk about is The Rock.
131.2	N/A	This is a movie about this huge rock that was once a mountain, and goes into what I think is hibernating, uh, sleeps, and then has nightmares of like undergoing a lot of bad things, he could undergo as a rock, uh, I remember one scene where the rock is actually pulled out by a donkey and is used in like a well to pump water.
162.2	N/A	It is also used like in war, like in those cannons that throw stones apparently instead of bombs.
171.2	N/A	Um we see the rock undergo the large changes, sometimes it's crashed, and like it really started as a huge rock but ends up as a really small rock.
182.2	N/A	Uh it even goes in outer space.
184.2	N/A	Uh it's dropped in molten lava.
189.2	N/A	Um and uh at the end of this, we find out that the rock uh the rock is even in a museum, where this kid bangs on the window and then the rock falls out of the back of like a wolf's mouth and into the trash can and out to the street.
208.2	N/A	Uh you know some random person kicks it across the street and throws it in someone's window.
215.2	N/A	Finally he looks like a jealous boyfriend of, well the rocket he is traveling and traveling.
221.2	N/A	At the end, the huge rock wakes up and notices it was all a bad dream.
227.2	N/A	Another movie I'll talk about is the intro song, let's go to the lobby.
232.2	N/A	It's like four cartoon dancing singing, let's go to the lobby where and have ourselves a treat.
242.2	N/A	There's popcorn, I guess ice cream, and it's all color-y and stuff.
247.2	N/A	For that I'll talk about the Prisoner.
250.2	N/A	This is a movie where this guy like just randomly finds himself in the village where he doesn't know where it is and tries to like get a taxi or like make phone calls and no one really responds.
262.2	N/A	They just say, you can't like get out of the community, like you have to stay locally and he goes into a shop, tries to get maps, but all the maps are not really helpful.
271.2	N/A	They just show mountains and logs.
273.2	N/A	Uh he tries to get colored maps but there's not really helpful the same time.
278.2	N/A	Tries to ask this lady for her phone so she could make calls, but he says they don't have phones, they just use the booth in one of the streets.
286.2	N/A	And when she tries, when he tries to the use the phone booth, he needs a number.
289.2	N/A	And apparently he's not a member of the village, so he doesn't know what number, so he's kind of like stuck in this village where he's like a prisoner.
295.2	N/A	He doesn't know what to do.
298.2	N/A	Uhh the other movie I'll talk about is uhh Catch me if you can.
303.2	N/A	This uh young I guess let's say genius criminal Frank, he uh you know imitated pilot, uh a pediatrician and a county attorney general deputy.
328.2	N/A	And uhh he says he got caught by some other guy, I think he's an American FBI detective.
335.2	N/A	And then they flash back to the scene in I guess Russia where he's in prison and he's really sick.
341.2	N/A	This guy comes to read to him, his rights and what the constitution says, and then he passes out, Frank passes out, or pretends to pass out.
349.2	N/A	He's quickly rushed to the prison hospital where he tries to escape.
