onset	duration	recall_transcript
10.9	9.0	Okay, I'm going to start with the first half. The first clip was from Catch Me If You Can.
19.9	15.0	We start off in what looks like the stage area for a TV show, and there's a host, and he's talking, and he invites to stage three guys.
33.9	18.0	All of them are pretty young, in their late twenties, and they're wearing pilot clothes, and all of them for whatever reason are addressed to as Frank Abagnale.
51.9	8.0	I think it's some kind of TV show where you're supposed to prove that one of them is Frank, or something like that.
60.9	6.0	The guy in the middle is Leonardo DiCaprio.
67.9	11.0	Okay, so the three guys walk to the three, whatever he calls those things in Jeopardy, and they're being asked questions, 
77.9	14.0	and the first question is for the guy on the left, and this lady asks him why he did what he did, and he gives this dry, boring answer, saying he just needed the money, 
92.9	20.0	and then I think the TV show host, like the guy who's talking at the beginning, white hair, pretty old, asks Leonardo DiCaprio, who's sitting in the middle, who caught him, and he starts to remember, 
111.9	14.0	and the scene cuts back to a flashback in Marseilles, in France, where we see a guy, his name is Carl Hanratty.
124.9	2.0	He's like a policeman.
125.9	13.0	He's got this hat, and he's talking to a bunch of people, trying to get somewhere, and it's raining, it's pretty bleak out, really like dark grey weather.
138.9	3.0	He's Tom Hanks.
141.9	26.0	He walks to this, what looks like this like French maximum security prison and is like let in and finally gets to the cell of Frank Abagnale, and I think he's there to, it says he's there to like prep him for a trial, pick him up for a trial.
166.9	8.0	In any case, it becomes clear a little bit later that, from him talking to the French guys, that he's there to take him to America.
174.9	5.0	But Leonardo DiCaprio's not in very good shape.
178.9	19.0	He's coughing a lot, he's got really long hair, he's like pretty dirty, he seems to be struggling, and finally he actually, during the conversation, he faints and kind of this persuades Carl to call up the French officers and ask for a doctor.
197.9	11.0	He thinks it's an emergency, even though he was advised before not to like pass any food, kind of not to believe anything that Frank does.
208.9	3.0	They take Frank to this infirmary.
210.9	14.0	It's like Carl and Frank and maybe like five other French officers with funny hats and mustaches, and Frank gets sat on this infirmary bed.
223.9	11.0	He's the only guy there, he's coughing pretty violently, and then Carl is pretty, pretty adamant.
233.9	2.0	He really wants a doctor for this guy.
234.9	3.0	He doesn't want him to die before he gets him to America.
236.9	17.0	He seems like he's after some kind of prize, and as they talk, and they kind of argue and bicker, they sort of lose sight of Frank, and at some point they hear this door open and realize that Frank has escaped.
253.9	23.0	Then the scene cuts to Frank still coughing and walking really haphazardly through, through the prison as the other prisoners are like cheering him on, and finally he, the French officers and Carl catch up with him.
276.9	20.0	"Carl kind of gives him this look like ""Uch, Frank you did it again. You just never stop,"" and then Frank turns around and like lays on his, lays on his back, looks sort of resigned and is like, ""Okay, let's go,"" "
297.9	3.0	and the scene, the scene cuts, and that's it.
299.9	2.0	That's the first clip.
302.9	3.0	The second clip was an animation.
304.9	4.0	It opens up in this indoor scene.
307.9	11.0	We see this sort of woman, early thirties, red hair, kind of sitting around with a pizza, preparing to eat dinner.
318.9	15.0	When she hears the doorbell and receives a record, and she takes the record, puts it on her record player, starts playing for a little bit.
332.9	15.0	This like cute, peaceful song starts playing, and I think like accidentally she like pushes around the needle of the record player and realizes that when she does that, her pizza turns, 
350.9	11.0	and she does that a few more times and realizes that basically what's going on is that the needle is, as the needle moves onto the record, it's controlling time.
362.9	11.0	She moves it a little bit, she moves it up and down and notices her pizza going up and down and then the candle, the red candle that's going up and down at the same time as the pizza.
373.9	13.0	She moves it a little further and finds herself in a completely different home, much different, much tidier, kind of white, like fancy, like a fancy mirror, there's some fancy characters around.
