onset	duration	recall_transcript
8.4	23.0	Okay, so the first movie was Catch me if you can with Leonardo di Caprio and it starts with 3, with a like a TV show, a game show I guess, with 3 men, 
31.4	6.0	all of them wearing the same clothes and kind of like a briefcase, and Leonardo di Caprio's in the middle.
37.4	12.0	And I guess the premise is that they are all 3 they are con men, and they go by the same name, they are Frank something Abagnale.
49.4	7.0	And they have different professions and lead different lives but they're all the same man.
56.4	20.0	And so in this talk show I guess, this woman is asking them questions, and she asks the first man, why, you know being as smart as he is, why he chose to be a con man, and he answered, the answer was about the money.
77.4	11.0	The second question was to the second man, the man in the middle, Leonardo di Caprio, um, and the question was who caught you?
88.4	27.0	And the answer was he gave the name, I don't remember, and then they flashbacked to that, I guess, cop telling some other people, and I think it's raining, um, that he is this man like he's telling other people who he is.
114.4	8.0	I think this was in France, 1969 or something like that, and telling them who he is and he keeps repeating his name.
123.4	7.0	I guess because of his credentials, and um he needs to see Frank Abagnale.
130.4	23.0	And so he, they let him, and they're very strict about what he can do in this tiny room that is not very good looking, and I guess Frank is in solitary confinement and he's in a cell, and he's coughing, and he's so sick.
153.4	21.0	And I guess the cop person wants to take him back to the United States for some reason and he's reading this document to him, I guess it's something legal, and Frank is just coughing and coughing and coughing and then he passes out.
174.4	6.0	And the cop freaks out and says you need to call the cops.
180.4	6.0	Also he's carrying an umbrella because it's dripping in this cell place.
186.4	12.0	Um and they call the doctor or whatever, not really the doctor actually, but they take him to the hospital and then they want to leave him there overnight.
199.4	3.0	The cop is like what are you guys doing?
201.4	18.0	And they're washing their hands and they're like oh the doctor comes in the morning, or something like that, and then, and then they see, and he's so upset because he needs to take him back home he says to the United States soon and he's so sick.
219.4	12.0	And then they see that he has escaped that room, except they chase after him and he can't go very fast because he's so sick, so he's like actually just crawling and coughing his way out.
231.4	10.0	And I guess the cop grabs him by the hair and he just passes out, facing up, and actually kind of smiles.
241.4	4.0	I think, I mean he knows he's done.
245.4	2.0	Ah so that was the first movie.
247.4	4.0	The second movie is a cartoon I think.
251.4	26.0	Um and so this red-headed cartoon character sits on the couch, sits on this chair, and opens this envelope that has this uh what's it called, vinyl music, this disc, and she also has this slice of pizza in her hand.
277.4	8.0	So she's going to eat this pizza but then, plays the music, but then notices that as the music goes on, her pizza gets eaten.
285.4	9.0	And then she realizes that she can play, she can play with time through this disc.
295.4	2.0	So she does.
297.4	8.0	So she goes forward in time, she goes back and forth, back and forth, back and forth, kind of like short range, 
304.4	9.0	so kind of like, I don't know, within the same day, like her pizza gets eaten and then comes back and then eaten and comes back and then eaten and then come back.
312.4	11.0	But then she goes to later age, so she becomes like pregnant, and then she has a baby.
323.4	13.0	And she can keep going back and forth, and then she becomes like older and then she's on a wheelchair and then she becomes younger and she has a doll in her hand, and she's like a kid.
336.4	4.0	And then, she pushes it so far that she's dead.
340.4	3.0	So that movie ended.
343.4	2.0	That was fun.
345.4	10.0	Um I start to forget the order of the movies, but there's another movie where it was about a shoe and how it got there.
354.4	3.0	It was on the side of the road.
356.4	2.0	So how did the shoe get there?
357.4	12.0	So then there's this, goes to this guy who's walking around the sidewalk and notices that this woman on the other side of the sidewalk is kind of doing everything that he does, and it's very playful.
369.4	5.0	So the guy kind of trips, and she trips too.
374.4	5.0	He reaches up, oh he's drinking milk actually.
379.4	18.0	Yeah, yeah, yeah, he was drinking a carton of milk, by a car, and then he somehow has to leave because somebody is coming or something, I think somebody scares him away, and then he notices this woman.
397.4	7.0	He puts the carton of milk up like up high, and the woman also reaches up high.
404.4	5.0	He starts kind of skipping or dancing, and she starts doing it too.
409.4	5.0	And then it flips, so she starts doing something and he imitates.
414.4	16.0	But then, he's not paying attention to the road, because he's paying attention to her, and then she's trying to, she's trying to signal to him, that there's a car coming, but he thinks it's fun and games and then he gets hit by a car.
430.4	4.0	His shoe flies off, and that's how that shoe got there.
434.4	3.0	So that was intense.
439.4	7.0	I'm going to try to think for a second about the next, what else I saw.
446.4	5.0	Oh, there was a movie with stick figures.
451.4	3.0	Oh I think that was in the second round.
454.4	2.0	I don't know if it matters.
455.4	5.0	Anyway, REALLY intense movie with stick figures.
460.4	6.0	And I guess the punch line is everything is so fragile and you never know what's going to happen next.
466.4	4.0	And everybody wants the same thing I guess just like happiness.
470.4	3.0	Everything can change in the blink of an eye.
473.4	6.0	Alright, I think that was the punch line, but what happened is this guy is super excited.
